Iterations	Crammer (2 passages)	cross_entropy (4 passages)	GEL ( 4)	GLL (4)	Hinge (4)	Large_margin (m=1, 5 passages)	Large_margin (m=4, 1 passage)	Lee (4)	surrogate_double_hinge (2)	surrogate_exponential (2)	surrogate_hinge (3)	surrogate_hinge_squares (3)	surrogate_sigmoid (3)	surrogate_squares (3)
137500	0,2726665139	0,7699167356	0,5836245902	0,8188476563	0,611263874			0,7596114278	0,1001233757	0,2102179229	0,7957099775	0,826171875	0,0992324551	0,8276110192
138000	0,2846936882	0,7986482307	0,6344058402	0,7967979051	0,628636416			0,7687602788	0,099660784	0,2311882973	0,8139391492	0,8160978605	0,0998492241	0,8192845384
138500	0,2718955576	0,8103412837	0,660464637	0,7839740962	0,6316688936			0,7687345818	0,0999691486	0,24609375	0,8128769149	0,827028513	0,0998149713	0,8170915544
139000	0,2989823222	0,80078125	0,6775030792	0,7863127105	0,6408948405			0,7831774279	0,1004317403	0,3707853556	0,8163719823	0,8355263174	0,1002604167	0,8294956138
139500	0,2657791972	0,7876490541	0,6936163679	0,779296875	0,6315853735			0,8001387753	0,0999177694	0,421155408	0,7886855801	0,8218201747	0,0999520421	0,8246642053
140000	0,2960526347	0,7750051394	0,6935392655	0,7962325215	0,6402073903			0,7532123774	0,1003803611	0,3208264709	0,812260141	0,8120545497	0,1005002856	0,8255208383
140500	0,3054584563	0,812988285	0,7137900963	0,7944592945	0,656674033			0,7585834712	0,099712193	0,3213918805	0,806880484	0,8231907934	0,0997806986	0,8228138685
141000	0,2758018076	0,7963867225	0,7179019339	0,8075657897	0,6494140634			0,7521330193	0,1003803611	0,3663651347	0,8190446844	0,8252467116	0,1001575987	0,8147615145
141500	0,2918379903	0,7841025926	0,7253032476	0,8057154603	0,6517398227			0,7869037837	0,1000719666	0,4304070473	0,8113349775	0,8220600337	0,0999520222	0,8251439134
142000	0,2815583944	0,7691714689	0,7265625	0,801912006	0,6448010923			0,7658819892	0,1001233459	0,4933182597	0,8140419424	0,8283305913	0,1004317403	0,8130825162
142500	0,2927631736	0,8060238436	0,499177631	0,7983398438	0,599076123			0,7754934207	0,1002261639	0,4650493413	0,8090392003	0,8210663348	0,0996779203	0,8082168301
143000	0,2905016243	0,8193873353	0,5220754556	0,793585524	0,6063874848			0,7522101104	0,1002775729	0,4066097736	0,8063322355	0,837273851	0,1002604167	0,8156866729
143500	0,2752878368	0,8026058823	0,5449732691	0,8035567403	0,6066059321			0,7618215457	0,1001233757	0,3668277264	0,8195586602	0,8345326235	0,0999177893	0,8219915032
144000	0,2752364278	0,7953073569	0,5369551741	0,7885485217	0,5990118701			0,7693770602	0,0997121632	0,3907277882	0,8255208333	0,7941337725	0,1005002856	0,8312431524
144500	0,2683491111	0,789859172	0,2327559516	0,8086451478	0,5249023456			0,7419562116	0,0997635722	0,1686369181	0,8165433109	0,8259662886	0,1003632148	0,829221492
145000	0,2877775729	0,7995733991	0,3087736368	0,8096731082	0,5514494292			0,7591231503	0,0994551778	0,2990337312	0,7995134294	0,8181537837	0,100466013	0,8323396395
145500	0,2762129903	0,7692999616	0,3917300403	0,7987510301	0,5589985056			0,7481239736	0,1000205576	0,2421875	0,8104783446	0,8085594873	0,0998149514	0,8286389808
146000	0,2843338847	0,8050986826	0,4366519302	0,7971062921	0,5807976974			0,7359683402	0,1001747549	0,3315172493	0,8305235753	0,822265625	0,1001919111	0,8304550449
146500	0,2679378986	0,7906301394	0,5781507045	0,7998046875	0,6091308575			0,7920949832	0,1002775431	0,3561369181	0,8234991779	0,8167146395	0,1001233459	0,8180167228
147000	0,2942022979	0,7847707644	0,5910516009	0,8066406287	0,619166323			0,7687859721	0,1001233459	0,3764391541	0,8199013174	0,8163034568	0,1002261639	0,8185649713
147500	0,2980057597	0,7867238894	0,4830900505	0,8211348653	0,5972386412			0,7663188688	0,1005345285	0,3785464466	0,813836351	0,82226563	0,0999177694	0,8287760367
148000	0,2901932299	0,7699938305	0,5997378752	0,8288788348	0,6222009426			0,7785516009	0,099660784	0,3783408552	0,8136307597	0,7986225287	0,1002946695	0,8288445721
148500	0,2793482542	0,7954358533	0,654296875	0,8066748877	0,6339389676			0,7703793198	0,0997121632	0,4529194236	0,8150356362	0,8327165544	0,099986275	0,8270970384
149000	0,2645456493	0,7943564989	0,6813579351	0,7698739022	0,6275334964			0,7442434207	0,0998663604	0,2835115194	0,7939624389	0,8338473141	0,1000548204	0,8098273029
149500	0,2849506438	0,802425988	0,7070569471	0,7949561377	0,6473474291			0,7828176431	0,0995065868	0,28125	0,820072641	0,8294956187	0,0998492241	0,8190789471
150000	0,2646484375	0,8245271407	0,5692845285	0,7954701235	0,6134825575			0,7880859375	0,1002775431	0,1501850188	0,8168174376	0,8070860753	0,0993352532	0,8301809231
